call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
K252FR,252,98.3,FX,LIC,OUSTON,TX,US,144030,0.002,0.0,-220010.500001,-95.509972,144030         0.002 kW          0. m   571.6 m        m   N 29 33  45.2  W  95 30  35.9  1059622    ALELUYA BROADCASTING NETWORK
KYAR,252,98.3,FM,LIC,LORENA,TX,US,36844,4.1,121.0,31.412667,-97.211389,RED-C APOSTOLATE: RELIGIOUS EDUCATION FOR THE DOMESTIC CHURCH
K254CI,252,98.3,FX,LIC,LUBBOCK,TX,US,143895,0.099,0.0,-224948.250028,-101.872778,"143895         0.099 kW           - m  1137.5 m        m   N 33 30    08  W 101 52    22             FLORES COMMUNICATIONS,LLC"
KYYK,252,98.3,FM,LIC,PALESTINE,TX,US,72838,12.5,194.0,31.926278,-95.648306,"ZULA COM, LLC"
KYYK,252,98.3,FM,LIC,PALESTINE,TX,US,72838,1.45,0.0,31.772778,-95.616667,"ZULA COM, LLC"
KPTX,252,98.3,FM,LIC,PECOS,TX,US,51572,9.5,129.0,31.499028,-103.331,"PECOS RADIO COMPANY, INC."
KXDJ,252,98.3,FM,LIC,SPEARMAN,TX,US,61684,22.0,255.0,36.06225,-101.032667,"CHRIS SAMPLES BROADCASTING, INC."
K252EH,252,98.3,FX,LIC,PARK CITY,UT,US,155025,0.034,0.0,40.683333,-111.523889,"PHASOR PHYSICS, INC."
KARB,252,98.3,FM,LIC,PRICE,UT,US,18390,7.0,-32.0,39.609139,-110.814611,EASTERN UTAH BROADCASTING COMPANY
K252DB,252,98.3,FX,LIC,PROVO,UT,US,67255,0.25,0.0,-130845.916736,-111.609242,67255           0.25 kW DA       0. m   2044. m        m   N 40 03 48.65  W 111 36 33.27             SANPETE COUNTY BROADCASTING CO.
K252DI,252,98.3,FX,LIC,SALT LAKE CITY,UT,US,78152,0.16,307.0,40.808,-111.890222,"CANYON MEDIA INTERACTIVE, LLC"
K252EL,252,98.3,FX,LIC,TREMONTON,UT,US,146355,0.18,0.0,41.74825,-112.227722,"SUN VALLEY RADIO, INC."
WHRF,252,98.3,FM,LIC,BELLE HAVEN,VA,US,181073,6.0,0.0,37.677361,-75.726583,"HAMPTON ROADS EDUCATIONAL TELECOM. ASSOC., INC."
WLUS-FM,252,98.3,FM,LIC,CLARKSVILLE,VA,US,11723,17.5,119.0,36.495972,-78.554167,"LAKES MEDIA, LLC"
W252DP,252,98.3,FX,MOD,MONETA,VA,US,88511,0.25,0.0,-259902.183403,-79.622139,"88511           0.25 kW          0. m   364.5 m        m   N 37  9  14.8  W  79 37  19.7             SMILE BROADCASTING, LLC"
W252DP,252,98.3,FX,LIC,MONETA,VA,US,88511,0.25,0.0,37.164861,-79.634194,UNKNOWN
W252DC,252,98.3,FX,LIC,RESTON,VA,US,138737,0.15,0.0,-111011.283375,-77.13525,"138737          0.15 kW DA       0. m    202. m        m   N 38 53  45.4  W  77  8   6.9  1049508    RESTON TRANSLATOR, LLC"
WKSI-FM,252,98.3,FM,LIC,STEPHENS CITY,VA,US,26998,1.75,188.0,39.177333,-78.264444,"IHM LICENSES, LLC"
W252CB,252,98.3,FX,LIC,VIRGINIA BEACH,VA,US,155042,0.25,0.0,36.815972,-76.201611,"LIBERTY UNIVERSITY, INC."
WMYP,252,98.3,FM,STA,FREDERIKSTED,VI,US,82199,0.019,0.0,17.735778,-64.699611,UNKNOWN
WMYP,252,98.3,FM,LIC,FREDERIKSTED,VI,US,82199,1.9,279.0,17.7475,-64.836389,AMANDA FRIEDMAN FRIEDMAN
W252CJ,252,98.3,FX,LIC,BURLINGTON,VT,US,155550,0.22,0.0,44.497278,-73.21375,"RADIO BROADCASTING SERVICES,"
W252CU,252,98.3,FX,LIC,MONTPELIER,VT,US,140228,0.25,0.0,44.2445,-72.576472,UNKNOWN
KELL-LP,252,98.3,FL,CP,ELLENSBURG,WA,US,785085,0.1,-123.0,-245759.750028,-120.547056,785085           0.1 kW       -123. m    488. m        m   N 46 59  47.0  W 120 32  49.4             LAUGHING HORSE ARTS FOUNDATION
KEYW,252,98.3,FM,LIC,PASCO,WA,US,68846,25.0,304.0,46.082611,-119.161944,UNKNOWN
KEYW,252,98.3,FM,LIC,PASCO,WA,US,68846,2.0,0.0,46.146083,-119.101944,UNKNOWN
WJMR-FM,252,98.3,FM,LIC,MENOMONEE FALLS,WI,US,26222,4.9,111.0,43.046944,-87.981194,"LAKEFRONT COMMUNICATIONS, LLC"
W252DR,252,98.3,FX,LIC,OSHKOSH,WI,US,144663,0.25,0.0,44.02775,-88.627611,"CIVIC MEDIA, INC."
WCQM,252,98.3,FM,LIC,PARK FALLS,WI,US,48846,100.0,134.0,45.882167,-90.437667,"CIVIC MEDIA, INC."
W252DH,252,98.3,FX,LIC,INTON,WV,US,141861,0.25,0.0,37.714833,-80.952306,UNKNOWN
W252DT,252,98.3,FX,LIC,MONTGOMERY,WV,US,201133,0.25,0.0,-189068.216736,-81.314,"201133          0.25 kW          0. m    269. m        m   N 38 10  38.3  W  81 18  50.4             WKLC, INC."
W252EF,252,98.3,FX,LIC,MORGANTOWN,WV,US,200587,0.25,0.0,-272016.116736,-79.932556,200587          0.25 kW DA       0. m   524.2 m        m   N 39 32  44.3  W  79 55  57.2             DISRUPTOR RADIO LLC
WCEF,252,98.3,FM,LIC,RIPLEY,WV,US,40922,6.0,0.0,38.767861,-81.685694,"HOMETOWN MEDIA, LLC"
KADQ-FM,252,98.3,FM,LIC,EVANSTON,WY,US,164152,1.2,454.0,41.352722,-110.909333,UNKNOWN
KZZS,252,98.3,FM,LIC,STORY,WY,US,89085,100.0,0.0,44.5755,-106.873306,"LEGEND COMMUNICATIONS OF WYOMING, LLC"
KZZS,252,98.3,FM,STA,STORY,WY,US,89085,100.0,0.0,-275352.777778,-106.873306,"89085           100. kW        75.8 m   1671. m        m   N 44 34  31.8  W 106 52  23.9  1236144    LEGEND COMMUNICATIONS OF WYOMING, LLC"
KERM,252,98.3,FM,LIC,TORRINGTON,WY,US,46739,3.0,91.0,41.994667,-104.201889,UNKNOWN
K253CA,253,98.5,FX,LIC,EAGLE RIVER,AK,US,138494,25.0,0.0,-152879.233403,-149.873139,"138494           .25 kW          0. m    63.8 m        m   N 61 11   7.8  W 149 52  23.3  1288928    RADIO BY GRACE, INC."
K253CQ,253,98.5,FX,LIC,KENAI -SOLDOTNA,AK,US,203189,0.25,0.0,-140258.483403,-151.272222,"203189          0.25 kW          0. m     72. m        m   N 60 30    37  W 151 16  20.0  1007554    ALASKA BROADCAST TELEVISION, INC."
WZDK-LP,253,98.5,FL,LIC,DECATUR,AL,US,193477,0.1,0.0,34.576194,-86.982778,UNKNOWN
WINL,253,98.5,FM,LIC,LINDEN,AL,US,54538,100.0,247.0,32.124583,-87.733333,"BROADSOUTH COMMUNICATIONS, INC."
WKEM-LP,253,98.5,FL,LIC,MONTGOMERY,AL,US,195515,0.045,45.0,-202744.583346,-86.321111,195515         0.045 kW         45. m    100. m        m   N 32 21  43.7  W  86 19  16.0  1311727    EQUALITY BROADCASTING NETWORK
W253CZ,253,98.5,FX,LIC,TALLASSSEE,AL,US,201572,0.25,0.0,32.596222,-85.851889,UNKNOWN
K253BQ,253,98.5,FX,LIC,JONESBORO,AR,US,146807,0.25,0.0,35.82425,-90.746778,"SAGA COMMUNICATIONS OF ARKANSAS, LLC"
KURB,253,98.5,FM,LIC,LITTLE ROCK,AR,US,19559,100.0,392.0,34.798972,-92.495722,"RADIO LICENSE HOLDING CBC, LLC"
KXGC-LP,253,98.5,FL,LIC,FLAGSTAFF,AZ,US,193872,0.1,0.0,35.202417,-111.626333,UNKNOWN
KPSA-FM,253,98.5,FM,AMD,MESCAL,AZ,US,29027,26.0,26.0,-197217.790556,-110.173111,29027            26. kW DA      26. m   1310. m        m   N 31 59  29.2  W 110 10  23.2             COCHISE MEDIA LICENSES LLC
KRFM,253,98.5,FM,LIC,SHOW LOW,AZ,US,33692,100.0,310.0,34.205611,-109.941222,SIMCAST DIGITAL LLC
KDES-FM,253,98.5,FM,LIC,CATHEDRAL CITY,CA,US,24253,38.0,171.0,33.866139,-116.435,UNKNOWN
KDES-FM,253,98.5,FM,STA,CATHEDRAL CITY,CA,US,24253,38.0,171.0,-281727.227222,-116.435,24253            38. kW        171. m    489. m        m   N 33 51  58.1  W 116 26   6.0             ALPHA MEDIA LICENSEE LLC
KDES-FM,253,98.5,FM,LIC,CATHEDRAL CITY,CA,US,24253,10.0,149.0,33.866444,-116.43475,UNKNOWN
KDFO,253,98.5,FM,LIC,DELANO,CA,US,64607,8.0,177.0,35.514667,-119.062333,"IHM LICENSES, LLC"
K253CI,253,98.5,FX,LIC,EXETER,CA,US,71816,0.25,0.0,-84122.933403,-119.088417,71816           0.25 kW DA       0. m    490. m        m   N 36 17   9.8  W 119  5  18.3             CHAVEZ MEDIA
KMFB,253,98.5,FM,LIC,FORT BRAGG,CA,US,762184,3.5,135.0,-267985.067639,-123.758944,"762184           3.5 kW        135. m    245. m        m   N 39 27  53.2  W 123 45  32.2  1305586    RUBIN BROADCASTING, INC."
KGIL,253,98.5,FM,LIC,JOHANNESBURG,CA,US,183344,0.34,417.0,35.477167,-117.700333,UNKNOWN
KRYZ-LP,253,98.5,FL,LIC,MARIPOSA,CA,US,195075,0.031,53.0,-224432.250009,-119.971111,195075         0.031 kW         53. m    786. m        m   N 37 28    50  W 119 58    16             MARIPOSA COMMUNITY RADIO
KRYZ-LP,253,98.5,FL,MOD,MARIPOSA,CA,US,195075,0.003,181.0,-257230.250001,-119.978056,195075         0.003 kW        181. m    918. m        m   N 37 30    55  W 119 58    41             MARIPOSA COMMUNITY RADIO
KUFX-FM2,253,98.5,FM,LIC,MORGAN HILL,CA,US,65413,0.04,-52.0,37.151583,-121.609917,UNKNOWN
KOLS-LP,253,98.5,FL,LIC,OAKHURST,CA,US,192537,0.1,0.0,37.395861,-119.619056,UNKNOWN
K253AD,253,98.5,FX,LIC,OCEANSIDE,CA,US,156524,0.25,0.0,-187666.733403,-117.20225,"156524          0.25 kW DA       0. m    390. m        m   N 33  6  40.1  W 117 12   8.1  1061509    K-LOVE, INC."
KUFX-FM3,253,98.5,FM,LIC,PLEASANTON,CA,US,136624,0.15,302.0,37.659389,-121.933028,BONNEVILLE INTERNATIONAL CORPORATION
K253CC,253,98.5,FX,LIC,RED BLUFF,CA,US,142401,0.0155,0.0,40.2585,-122.09,CSN INTERNATIONAL
KRXQ,253,98.5,FM,LIC,SACRAMENTO,CA,US,20354,50.0,151.0,38.647972,-121.098556,"AUDACY LICENSE, LLC"
KRXQ,253,98.5,FM,LIC,SACRAMENTO,CA,US,20354,50.0,121.0,38.647972,-121.098556,"AUDACY LICENSE, LLC"
KWHP-LP,253,98.5,FL,AMD,SAN CLEMENTE,CA,US,785715,0.006,118.0,-245257.250002,-117.588611,"785715         0.006 kW DA     118. m    258. m        m   N 33 26    37  W 117 35    19             WORSHIP LIFE CALVARY CHAPEL, INC. DBA CALVARY CHAPEL SAN CLEMENTE"
KUFX,253,98.5,FM,LIC,SAN JOSE,CA,US,65415,10.0,268.0,37.204667,-121.949944,UNKNOWN
K253BR,253,98.5,FX,LIC,SAN LUIS OBISPO,CA,US,156138,0.25,0.0,35.36025,-120.656556,DIMES MEDIA CORPORATION
K253AX,253,98.5,FX,LIC,SHASTA,CA,US,138912,0.139,0.0,41.221806,-122.308611,UNKNOWN
K253AA,253,98.5,FX,LIC,SUSANVILLE,CA,US,54980,0.011,0.0,-246760.333336,-120.571667,"54980          0.011 kW      -157.9 m  1789.1 m        m   N 40 27  13.0  W 120 34  18.0  1011966    K-LOVE, INC."
K253AH,253,98.5,FX,LIC,COLORADO SPRINGS,CO,US,139087,0.18,0.0,38.770806,-104.856083,UNKNOWN
KYGO-FM,253,98.5,FM,LIC,DENVER,CO,US,30829,100.0,341.0,39.673417,-105.217917,UNKNOWN
KYGO-FM,253,98.5,FM,LIC,DENVER,CO,US,30829,19.5,188.0,39.695806,-105.165528,UNKNOWN
KYGO-FM,253,98.5,FM,LIC,DENVER,CO,US,30829,10.0,188.0,39.695806,-105.165528,UNKNOWN
KKFL-LP,253,98.5,FL,LIC,FOWLER,CO,US,197030,0.1,0.0,38.126667,-104.023583,UNKNOWN
KAAI,253,98.5,FM,LIC,PALISADE,CO,US,164273,1.55,389.0,-100455.883764,-108.747333,"164273          1.55 kW        389. m   2184. m        m   N 39 03  56.9  W 108 44  50.4             K-LOVE, INC."
KOYC-LP,253,98.5,FL,LIC,PUEBLO,CO,US,197272,0.05,0.0,-187683.866681,-104.596,197272          0.05 kW       -14.2 m   1448. m        m   N 38 16  17.7  W 104 35  45.6             OCCUPY THE ROADS
W253BQ,253,98.5,FX,LIC,MERIDEN,CT,US,139930,0.25,0.0,-214548.166736,-72.843889,139930          0.25 kW DA       0. m   337.4 m        m   N 41 33  44.0  W  72 50  38.0  1045021    CO-CHANNEL COMMUNICATIONS LLC
WUSX,253,98.5,FM,LIC,SEAFORD,DE,US,4340,6.0,98.0,38.613167,-75.586306,DATATECH DIGITAL LLC
W253CQ,253,98.5,FX,LIC,WILMINGTON,DE,US,201388,0.1,0.0,39.708722,-75.566028,DELAWARE DEPARTMENT OF TRANSPORTATION
W253AG,253,98.5,FX,LIC,COCOA,FL,US,79318,0.17,34.0,28.289167,-80.746444,"CENTRAL EDUCATIONAL BROADCASTING, INC."
WKTK,253,98.5,FM,LIC,CRYSTAL RIVER,FL,US,18520,100.0,299.0,29.259694,-82.567889,"AUDACY LICENSE, LLC"
WKTK,253,98.5,FL,LIC,CRYSTAL RIVER,FL,US,18520,35.0,299.0,29.284417,-82.664,"AUDACY LICENSE, LLC"
W253DI,253,98.5,FX,LIC,DAYTONA BEACH,FL,US,202222,0.25,0.0,-280491.366736,-81.157,"202222          0.25 kW DA       0. m   190.2 m        m   N 29 10  25.3  W  81  9  25.2  1020771    SOUTHERN STONE COMMUNICATIONS, LLC"
WRPE-LP,253,98.5,FL,LIC,JACKSONVILLE,FL,US,196379,0.053,0.0,30.245861,-81.771083,UNKNOWN
WHPB-LP,253,98.5,FL,LIC,ORLANDO,FL,US,195882,0.018,70.0,28.574444,-81.4625,WHPB INC.
WFSY,253,98.5,FM,LIC,PANAMA CITY,FL,US,66667,100.0,330.0,30.511861,-85.488028,"IHM LICENSES, LLC"
WFFY,253,98.5,FM,LIC,SAN CARLOS PARK,FL,US,58276,50.0,117.0,26.505361,-81.852028,"SUN BROADCASTING, INC."
WSBH,253,98.5,FM,LIC,SATELLITE BEACH,FL,US,166009,6.0,100.0,28.136694,-80.703111,"MARC RADIO ORLANDO, LLC"
WSBH,253,98.5,FM,MOD,SATELLITE BEACH,FL,US,166009,25.0,100.0,-271431.823611,-80.70325,"166009           25. kW DA     100. m    105. m        m   N 28  8  12.5  W  80 42  11.7  1027712    MARC RADIO ORLANDO, LLC"
WSB-FM,253,98.5,FM,LIC,ATLANTA,GA,US,73978,100.0,313.0,33.759278,-84.334639,"COX RADIO, LLC"
WSB-FM,253,98.5,FM,LIC,ATLANTA,GA,US,73978,81.0,295.0,-124041.989167,-84.361583,"73978            81. kW        295. m    574. m        m   N 33 45  51.4  W  84 21  41.7  1031790    COX RADIO, LLC"
WSB-FM,253,98.5,FM,MOD,ATLANTA,GA,US,73978,81.0,0.0,-276067.989167,-84.361583,"73978            81. kW        295. m   573.6 m        m   N 33 45  51.7  W  84 21  41.7  1031790    COX RADIO, LLC"
W253CI,253,98.5,FX,LIC,BLACKSHEAR,GA,US,200947,0.25,0.0,31.312417,-82.233167,UNKNOWN
W255AT,253,98.5,FX,MOD,METTER,GA,US,152289,0.25,0.0,-272094.150069,-82.043056,"152289          0.25 kW        17.9 m   162.6 m        m   N 32 23  57.0  W  82  2  35.0  1053718    RADIOJONES, LLC"
WLPF,253,98.5,FM,LIC,OCILLA,GA,US,11646,2.3,159.0,31.469917,-83.236278,"AUGUSTA RADIO FELOWSHIP INSTITUTE, INC."
WTUC-LP,253,98.5,FL,LIC,TOCCOA,GA,US,787827,0.1,29.0,-277727.450028,-83.311389,787827           0.1 kW         29. m    326. m        m   N 34 34    32  W  83 18    41             NORTHEAST GA BROADCAST CORP
W253CE,253,98.5,FX,LIC,VALDOSTA,GA,US,200144,0.25,0.0,-116337.733403,-83.355167,"200144          0.25 kW          0. m    154. m        m   N 30 48  13.7  W  83 21  18.6  1036440    W.G.O.V., INC."
K253CR,253,98.5,FX,LIC,ILO,HI,US,202212,0.25,0.0,-168538.200069,-155.0875,202212          0.25 kW          0. m    72.8 m        m   N 19 46  51.0  W 155  5  15.0  1006758    NEW WEST BROADCASTING CORPORATION
KDNN,253,98.5,FM,LIC,HONOLULU,HI,US,40144,51.0,18.0,21.310444,-157.859194,UNKNOWN
K253BJ,253,98.5,FX,LIC,ALGONA,IA,US,147897,0.25,0.0,43.068028,-94.202472,"A2Z BROADCASTING, LLC"
KKHQ-FM,253,98.5,FM,LIC,CEDAR FALLS,IA,US,66780,15.0,129.0,42.441944,-92.397417,"TOWNSQUARE LICENSE, LLC"
KQKQ-FM,253,98.5,FM,LIC,COUNCIL BLUFFS,IA,US,43238,100.0,336.0,41.306944,-96.02725,"NRG LICENSE SUB, LLC"
KQKQ-FM,253,98.5,FM,LIC,COUNCIL BLUFFS,IA,US,43238,44.0,155.0,41.259417,-95.949722,UNKNOWN
K253BE,253,98.5,FX,LIC,IOWA CITY,IA,US,152186,0.25,0.0,-256695.433403,-91.508778,"152186          0.25 kW          0. m    321. m        m   N 41 41   2.1  W  91 30  31.6  1012925    KZIA, INC."
K253CN,253,98.5,FX,LIC,MOUNT PLEASANT,IA,US,203225,0.25,0.0,-174375.083403,-91.565167,"203225          0.25 kW          0. m    303. m        m   N 40 56  55.1  W  91 33  54.6  1033937    KILJ, INC."
K253CV,253,98.5,FX,LIC,SPIRIT LAKE,IA,US,153279,0.25,0.0,-181239.650069,-95.062444,"153279          0.25 kW          0. m   508.5 m        m   N 43 24  14.5  W  95  3  44.8             SAGA COMMUNICATIONS OF IOWA, LLC"
KLLP,253,98.5,FM,LIC,BLACKFOOT,ID,US,8413,7.4,301.0,42.873778,-112.514139,UNKNOWN
KZID,253,98.5,FM,LIC,CULDESAC,ID,US,88203,6.3,128.0,46.462917,-116.907917,UNKNOWN
KXGV-LP,253,98.5,FL,LIC,GARDEN VALLEY,ID,US,192987,0.1,-450.0,-154537.450028,-115.970483,192987           0.1 kW       -450. m    941. m        m   N 44  6 52.74  W 115 58 13.74             GARDEN VALLEY COMMUNICATIONS INC.
WLSB,253,98.5,FM,LIC,AUGUSTA,IL,US,190445,0.1,22.0,-248250.083361,-90.950111,"190445           0.1 kW         22. m    216. m        m   N 40 13  50.1  W  90 57   0.4             SPOON RIVER MEDIA, LLC"
WLSB,253,98.5,FM,MOD,AUGUSTA,IL,US,190445,6.0,81.0,-248029.085,-90.979639,"190445            6. kW         81. m    272. m        m   N 40 24  48.8  W  90 58  46.7  1276154    SPOON RIVER MEDIA, LLC"
WPIA,253,98.5,FM,LIC,EUREKA,IL,US,28317,6.0,100.0,40.715861,-89.463972,"ADVANCED MEDIA PARTNERS, LLC"
WXXQ,253,98.5,FM,LIC,FREEPORT,IL,US,63137,11.0,150.0,42.280028,-89.333167,"TOWNSQUARE LICENSE, LLC"
WWVR,253,98.5,FM,LIC,PARIS,IL,US,51153,11.5,145.0,-252461.553194,-87.480667,"51153           11.5 kW        145. m    309. m        m   N 39 27  28.3  W  87 28  50.4  1029666    MIDWEST COMMUNICATIONS, INC."
WWVR,253,98.5,FM,CP,PARIS,IL,US,51153,5.0,0.0,-252609.551389,-87.480667,"51153             5. kW        94.5 m   258.1 m        m   N 39 27  28.3  W  87 28  50.4  1029666    MIDWEST COMMUNICATIONS, INC."
W253BX,253,98.5,FX,LIC,STREATOR,IL,US,155737,0.25,0.0,-155974.616736,-88.868417,155737          0.25 kW          0. m   279.8 m        m   N 41 10  49.1  W  88 52   6.3  1215517    SHAW LOCAL RADIO CO.
WHUM-LP,253,98.5,FL,LIC,COLUMBUS,IN,US,124012,0.1,13.0,39.210583,-85.918583,UNKNOWN
W253BF,253,98.5,FX,LIC,EVANSVILLE,IN,US,152876,0.12,0.0,37.988667,-87.59475,"BLS ENTERTAINMENT, INC."
WQKZ,253,98.5,FM,LIC,FERDINAND,IN,US,15906,3.6,129.0,38.167278,-86.830278,"JASPER ON THE AIR, INC."
WJHI-LP,253,98.5,FL,LIC,JEFFERSONVILLE,IN,US,196195,0.076,35.0,38.317556,-85.712472,GREATER CLARK COUNTY SCHOOLS
WMYK,253,98.5,FM,LIC,PERU,IN,US,71277,6.0,100.0,40.629472,-86.041667,"HOOSIER AM/FM, LLC"
WSHI-LP,253,98.5,FL,LIC,SHELBYVILLE,IN,US,124813,0.1,0.0,39.453083,-85.80025,UNKNOWN
KSAJ-FM,253,98.5,FM,LIC,BURLINGAME,KS,US,18055,17.5,256.0,39.063889,-95.763861,ALPHA MEDIA LICENSEE LLC
K253BF,253,98.5,FX,LIC,CHANUTE,KS,US,142048,0.092,0.0,37.599778,-95.653028,OUR LADY OF MT. CARMEL EDUCATION AND EVANGELIZATION SOCIETY
KOGR-LP,253,98.5,FL,LIC,MINNEAPOLIS,KS,US,780037,0.1,11.0,-258995.616694,-97.704444,780037           0.1 kW         11. m    413. m        m   N 39 07    38  W 097 42    16             OAK GROVE RADIO ASSOCIATION
K253BP,253,98.5,FX,LIC,NICKERSON,KS,US,142265,0.25,0.0,38.044167,-98.015889,"EAGLE COMMUNICATIONS, INC."
K253CW,253,98.5,FX,LIC,SCOTT CITY,KS,US,201274,0.25,0.0,-209468.566736,-100.908083,"201274          0.25 kW          0. m   1006. m        m   N 38 31  31.2  W 100 54  29.1  1033306    STECKLINE COMMUNICATIONS, INC."
WJTE-LP,253,98.5,FL,LIC,EAST BERSTADT,KY,US,133924,0.009,0.0,37.208972,-84.149917,UNKNOWN
W253BK,253,98.5,FX,LIC,WINCHESTER,KY,US,148885,0.25,0.0,38.035083,-84.4505,"RADIO BY GRACE, INC."
K253CO,253,98.5,FX,LIC,LAFAYETTE,LA,US,202534,0.25,0.0,-98119.566736,-91.962889,202534          0.25 kW          0. m    167. m        m   N 30 20  32.7  W  91 57  46.4  1251823    DELTA MEDIA CORPORATION
WYLD-FM,253,98.5,FM,LIC,NEW ORLEANS,LA,US,11972,100.0,300.0,29.919917,-90.024806,"IHM LICENSES, LLC"
WYLD-FM,253,98.5,FM,LIC,NEW ORLEANS,LA,US,11972,12.5,220.0,29.950333,-90.071194,"IHM LICENSES, LLC"
WYLD-FM,253,98.5,FM,LIC,NEW ORLEANS,LA,US,11972,21.5,181.0,29.920306,-90.024583,"IHM LICENSES, LLC"
KRGL,253,98.5,FM,LIC,RINGGOLD,LA,US,184850,25.0,87.0,32.273028,-93.138028,UNKNOWN
WBZ-FM,253,98.5,FM,LIC,BOSTON,MA,US,1901,9.0,349.0,42.307583,-71.223639,UNKNOWN
WBZ-FM,253,98.5,FM,LIC,BOSTON,MA,US,1901,16.0,0.0,42.302972,-71.218028,"BEASLEY MEDIA GROUP LICENSES, LLC"
W253CD,253,98.5,FX,LIC,EAST LONGMEADOW,MA,US,156452,0.25,0.0,-179301.533403,-72.52425,"156452          0.25 kW          0. m   113.8 m        m   N 42  4  25.8  W  72 31  27.3             SAGA COMMUNICATIONS OF NEW ENGLAND, LLC"
W253DA,253,98.5,FX,LIC,PORTLAND,ME,US,201994,0.25,0.0,43.690639,-70.317556,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC"
WEBB,253,98.5,FM,LIC,WATERVILLE,ME,US,52608,61.0,93.0,44.5645,-69.610306,UNKNOWN
WNWN,253,98.5,FM,LIC,COLDWATER,MI,US,67764,50.0,143.0,42.057556,-84.998028,"MIDWEST COMMUNICATIONS, INC"
WUPS,253,98.5,FM,LIC,ARRISON,MI,US,49694,100.0,0.0,44.289194,-84.74225,"BLACK DIAMOND BROADCAST GROUP, LLC"
W253CG,253,98.5,FX,LIC,MANISTIQUE,MI,US,200521,0.25,0.0,-152354.016736,-86.277083,200521          0.25 kW          0. m    228. m        m   N 45 57  50.9  W  86 16  37.5             AMC PARTNERS ESCANABA LLC
KLKX-LP,253,98.5,FL,LIC,ALEXANDRIA,MN,US,195445,0.1,0.0,45.886333,-95.376417,UNKNOWN
KTIS-FM,253,98.5,FM,LIC,MINNEAPOLIS,MN,US,49787,100.0,315.0,45.058306,-93.124389,UNIVERSITY OF NORTHWESTERN-ST. PAUL
KTIS-FM,253,98.5,FM,LIC,MINNEAPOLIS,MN,US,49787,38.0,0.0,44.976083,-93.272444,UNIVERSITY OF NORTHWESTERN-ST. PAUL
KTIS-FM,253,98.5,FM,LIC,MINNEAPOLIS,MN,US,49787,35.0,0.0,44.976083,-93.272444,UNIVERSITY OF NORTHWESTERN-ST. PAUL
K253CB,253,98.5,FX,LIC,ROSEAU,MN,US,140690,0.012,0.0,48.85275,-95.770556,"HEARTLAND CHRISTIAN BROADCASTERS, INC."
K253CK,253,98.5,FX,LIC,STAPLES,MN,US,201190,0.25,0.0,-127492.166736,-94.782528,"201190          0.25 kW          0. m    427. m        m   N 46 21  31.9  W  94 46  57.1  1304697    HBI RADIO BRAINERD/WADENA, LLC"
K253CL,253,98.5,FX,LIC,THIEF RIVER FALLS,MN,US,200074,0.25,0.0,48.129694,-96.186694,UNKNOWN
KTJJ,253,98.5,FM,LIC,FARMINGTON,MO,US,35533,100.0,317.0,37.718667,-90.550389,ALPHA MEDIA LICENSEE LLC
KTJJ,253,98.5,FM,LIC,FARMINGTON,MO,US,35533,37.0,241.0,37.718361,-90.550111,UNKNOWN
KPPZ-LP,253,98.5,FL,LIC,KANSAS CITY,MO,US,197000,0.048,0.0,-274491.333347,-94.523306,197000         0.048 kW         43. m   328.7 m        m   N 38 54  56.2  W  94 31  23.9             CONCRETE TRUTH LEARNING INSTITUTE
K253BG,253,98.5,FX,LIC,ST. JOSEPH,MO,US,149135,0.17,0.0,39.75,-94.840528,"K-LOVE, INC."
KWEB-LP,253,98.5,FL,LIC,WEBB CITY,MO,US,195055,0.1,0.0,37.140361,-94.475472,UNKNOWN
KWKJ,253,98.5,FM,LIC,WINDSOR,MO,US,39629,44.0,159.0,38.593639,-93.524111,"D & H MEDIA, LLC"
WZLQ,253,98.5,FM,LIC,TUPELO,MS,US,58828,100.0,299.0,34.168139,-89.156444,UNKNOWN
KEWF,253,98.5,FM,LIC,BILLINGS,MT,US,50356,100.0,113.0,45.764111,-108.455694,"BMG BILLINGS, LLC"
KQOV-LP,253,98.5,FL,LIC,BUTTE,MT,US,133299,0.1,26.0,46.027972,-112.535278,UNKNOWN
KBBZ,253,98.5,FM,LIC,KALISPELL,MT,US,4581,63.0,725.0,48.511611,-114.3715,UNKNOWN
KBBZ,253,98.5,FM,LIC,KALISPELL,MT,US,4581,1.45,-65.0,48.395528,-114.320694,"BEE BROADCASTING, INC."
KHGC,253,98.5,FM,LIC,MONTANA CITY,MT,US,170988,6.0,-33.0,46.557111,-111.917889,"HI-LINE RADIO FELLOWSHIP, INC."
WBSY-LP,253,98.5,FL,MOD,BRYSON CITY,NC,US,788185,0.1,0.0,-265997.416694,-83.464278,"788185           0.1 kW       -118. m   763.8 m        m   N 35 26  55.5  W  83 27  51.4             LOWE MEDIA,INC"
W253CV,253,98.5,FX,LIC,DAVIDSON,NC,US,202844,1.0,0.0,-132748.733361,-80.839083,202844            .1 kW DA       0. m   291.7 m        m   N 35 26  30.4  W  80 50  20.7  1267275    TRUTH BROADCASTING CORPORATION
W253BA,253,98.5,FX,LIC,INDIAN TRAIL,NC,US,141146,0.24,0.0,35.114583,-80.612278,"POSITIVE ALTERNATIVE RADIO, INC."
